CustomerID,CustomerAge,CustomerGender
10256,33,Male
10257,55,Female
10258,20,Male
10259,22,Female
10260,36,Female
10261,67,Female
10262,56,Male
10263,20,Other
10264,36,Female
10265,41,Male
10266,43,Other
10267,29,Female
10268,39,Male
10269,35,Male
10270,60,Male
10271,49,Male
10272,21,Male
10273,36,Male
10274,51,Male
10275,53,Female
10276,48,Male
10277,47,Male
10278,45,Male
10279,29,Female
10280,70,Male
10281,42,Female
10282,28,Male
10283,66,Male
10284,40,Male
10285,46,Male
10286,58,Male
10287,24,Female
10288,30,Male
10289,19,Other
10290,22,Female
10291,49,Female
10292,58,Male
10293,32,Female
10294,47,Female
10295,68,Male
10296,48,Female
10297,61,Male
10298,62,Female
10299,39,Female
10300,55,Female
10301,48,Female
10302,47,Female
10303,48,Female
10304,40,Female
10305,39,Female
10306,34,Female
10307,29,Male
10308,39,Female
10309,60,Male
10310,30,Male
10311,63,Female
10312,52,Male
10313,37,Female
10314,58,Male
10315,47,Male
10316,25,Male
10317,26,Other
10318,62,Male
10319,21,Male
10320,25,Female
10321,43,Male
10322,42,Male
10323,31,Male
10324,24,Female
10325,28,Female
10326,32,Male
10327,55,Male
10328,55,Male
10329,32,Male
10330,48,Female
10331,39,Male
10332,58,Male
10333,62,Female
10334,47,Female
10335,61,Male
10336,21,Male
10337,59,Other
10338,49,Female
10339,42,Male
10340,55,Female
10341,55,Male
10342,21,Male
10343,45,Male
10344,66,Female
10345,35,Female
10346,63,Female
10347,38,Other
10348,25,Male
10349,33,Male
10350,39,Female
10351,25,Male
10352,27,Female
10353,29,Male
10354,39,Female
10355,39,Female
10356,59,Male
10357,60,Male
10358,18,Female
10359,50,Male
10360,51,Male
10361,20,Other
10362,35,Female
10363,64,Female
10364,23,Female
10365,37,Male
10366,57,Female
10367,21,Female
10368,24,Male
10369,60,Male
10370,31,Female
10371,53,Male
10372,57,Female
10373,69,Male
10374,39,Female
10375,55,Female
10376,67,Male
10377,42,Male
10378,67,Male
10379,24,Female
10380,18,Female
10381,57,Female
10382,68,Female
10383,39,Female
10384,18,Male
10385,21,Male
10386,51,Female
10387,53,Male
10388,39,Female
10389,34,Male
10390,27,Male
10391,31,Male
10392,53,Female
10393,66,Female
10394,29,Female
10395,18,Other
10396,52,Male
10397,38,Male
10398,54,Female
10399,25,Male
10400,55,Female
10401,23,Male
10402,69,Male
10403,24,Female
10404,27,Other
10405,36,Male
10406,33,Female
10407,38,Female
10408,46,Other
10409,57,Male
10410,58,Male
10411,65,Male
10412,59,Male
10413,56,Male
10414,65,Male
10415,48,Female
10416,65,Female
10417,61,Female
10418,51,Female
10419,28,Female
10420,19,Male
10421,59,Male
10422,31,Female
10423,28,Female
10424,49,Male
10425,64,Other
10426,52,Female
10427,65,Male
10428,33,Male
10429,18,Female
10430,54,Female
10431,70,Male
10432,60,Male
10433,66,Female
10434,67,Male
10435,51,Male
10436,20,Male
10437,34,Male
10438,23,Female
10439,31,Female
10440,57,Male
10441,41,Female
10442,22,Male
10443,25,Male
10444,48,Male
10445,52,Female
10446,69,Male
10447,50,Female
10448,37,Male
10449,55,Female
10450,52,Female
10451,44,Female
10452,24,Male
10453,27,Male
10454,42,Female
10455,32,Female
10456,29,Male
10457,26,Female
10458,56,Female
10459,42,Female
10460,45,Female
10461,61,Female
10462,60,Male
10463,57,Female
10464,23,Male
10465,20,Male
10466,67,Male
10467,56,Male
10468,57,Female
10469,20,Female
10470,46,Male
10471,39,Female
10472,60,Male
10473,63,Male
10474,23,Female
10475,45,Male
10476,56,Female
10477,49,Female
10478,55,Female
10479,33,Male
10480,48,Male
10481,64,Female
10482,21,Female
10483,55,Male
10484,59,Female
10485,44,Male
10486,28,Male
10487,21,Male
10488,59,Male
10489,63,Male
10490,18,Male
10491,28,Female
10492,50,Other
10493,62,Female
10494,43,Female
10495,44,Female
10496,64,Male
10497,67,Other
10498,60,Male
10499,54,Female
10500,38,Male
10501,28,Female
10502,45,Female
10503,60,Male
10504,23,Male
10505,63,Other
10506,31,Female
10507,41,Female
10508,67,Female
10509,47,Female
10510,64,Female
10511,42,Female
10512,32,Female
10513,30,Female
10514,60,Other
10515,48,Male
10516,32,Female
10517,68,Female
10518,22,Female
10519,69,Female
10520,40,Male
10521,25,Male
10522,42,Female
10523,45,Male
10524,57,Female
10525,48,Male
10526,37,Female
10527,33,Male
10528,51,Male
10529,39,Male
10530,67,Other
10531,67,Female
10532,50,Male
10533,28,Male
10534,55,Male
10535,45,Male
10536,65,Male
10537,39,Female
10538,55,Male
10539,53,Male
10540,51,Male
10541,54,Male
10542,37,Male
10543,48,Other
10544,27,Female
10545,48,Other
10546,59,Male
10547,47,Male
10548,37,Male
10549,47,Male
10550,19,Female
10551,47,Female
10552,69,Female
10553,51,Male
10554,45,Male
10555,32,Male
10556,44,Other
10557,43,Male
10558,42,Female
10559,61,Female
10560,37,Female
10561,66,Male
10562,18,Female
10563,54,Male
10564,65,Female
10565,65,Female
10566,65,Female
10567,20,Male
10568,43,Other
10569,27,Female
10570,48,Female
10571,54,Male
10572,55,Female
10573,54,Male
10574,52,Male
10575,56,Male
10576,55,Male
10577,42,Male
10578,31,Male
10579,48,Female
10580,48,Female
10581,56,Male
10582,40,Female
10583,62,Other
10584,52,Male
10585,47,Female
10586,30,Female
10587,57,Female
10588,37,Female
10589,46,Female
10590,29,Female
10591,19,Male
10592,39,Female
10593,58,Male
10594,70,Female
10595,21,Male
10596,55,Female
10597,49,Female
10598,65,Female
10599,35,Male
10600,26,Female
10601,48,Male
10602,27,Male
10603,63,Male
10604,65,Female
10605,24,Female
10606,43,Female
10607,65,Female
10608,20,Male
10609,65,Female
10610,33,Male
10611,54,Female
10612,67,Male
10613,65,Female
10614,62,Male
10615,44,Other
10616,52,Male
10617,64,Female
10618,19,Male
10619,47,Female
10620,41,Male
10621,29,Female
10622,41,Male
10623,39,Female
10624,65,Female
10625,37,Female
10626,61,Female
10627,53,Male
10628,24,Other
10629,27,Female
10630,47,Male
10631,18,Female
10632,49,Male
10633,63,Male
10634,30,Male
10635,33,Other
10636,27,Male
10637,61,Male
10638,34,Male
10639,21,Other
10640,68,Male
10641,51,Male
10642,22,Female
10643,47,Male
10644,45,Male
10645,54,Female
10646,59,Male
10647,33,Male
10648,30,Male
10649,25,Male
10650,39,Female
10651,61,Female
10652,50,Female
10653,44,Female
10654,46,Female
10655,24,Male
10656,69,Female
10657,27,Male
10658,68,Other
10659,23,Female
10660,18,Male
10661,62,Male
10662,30,Male
10663,69,Female
10664,18,Male
10665,32,Male
10666,51,Other
10667,40,Male
10668,55,Male
10669,31,Female
10670,47,Male
10671,19,Male
10672,70,Female
10673,40,Male
10674,41,Male
10675,70,Female
10676,27,Male
10677,51,Male
10678,38,Male
10679,25,Male
10680,26,Female
10681,65,Female
10682,70,Male
10683,69,Male
10684,25,Female
10685,51,Female
10686,19,Female
10687,54,Male
10688,58,Female
10689,18,Male
10690,42,Female
10691,27,Male
10692,32,Male
10693,56,Female
10694,41,Female
10695,36,Female
10696,47,Female
10697,39,Male
10698,34,Male
10699,20,Female
10700,59,Male
10701,59,Female
10702,18,Male
10703,58,Male
10704,40,Female
10705,56,Female
10706,20,Male
10707,27,Male
10708,57,Female
10709,66,Female
10710,35,Male
10711,25,Female
10712,52,Female
10713,69,Male
10714,22,Female
10715,67,Male
10716,58,Female
10717,63,Female
10718,58,Male
10719,51,Female
10720,60,Male
10721,56,Male
10722,44,Female
10723,54,Female
10724,69,Male
10725,51,Male
10726,37,Male
10727,24,Male
10728,58,Male
10729,51,Male
10730,36,Female
10731,49,Male
10732,67,Other
10733,21,Male
10734,70,Male
10735,44,Other
10736,37,Female
10737,21,Female
10738,30,Male
10739,60,Male
10740,47,Female
10741,39,Female
10742,43,Female
10743,70,Male
10744,18,Female
10745,26,Female
10746,64,Female
10747,59,Female
10748,58,Female
10749,62,Male
10750,46,Male
10751,32,Female
10752,21,Female
10753,65,Male
10754,47,Female
10755,46,Male
10756,19,Female
10757,57,Female
10758,48,Male
10759,39,Male
10760,43,Female
10761,37,Male
10762,44,Female
10763,63,Female
10764,40,Male
10765,26,Female
10766,70,Male
10767,30,Female
10768,36,Male
10769,31,Female
10770,36,Female
10771,43,Male
10772,33,Female
10773,63,Male
10774,42,Male
10775,64,Male
10776,52,Female
10777,27,Female
10778,27,Female
10779,37,Female
10780,23,Female
10781,31,Male
10782,40,Male
10783,37,Female
10784,47,Female
10785,23,Male
10786,51,Female
10787,61,Male
10788,63,Male
10789,39,Female
10790,30,Female
10791,42,Male
10792,58,Female
10793,66,Male
10794,36,Male
10795,48,Male
10796,43,Male
10797,22,Other
10798,18,Male
10799,64,Male
10800,67,Female
10801,55,Female
10802,46,Female
10803,27,Female
10804,39,Male
10805,62,Female
10806,46,Male
10807,51,Female
10808,43,Female
10809,46,Female
10810,43,Female
10811,24,Female
10812,39,Male
10813,69,Female
10814,35,Male
10815,59,Female
10816,58,Female
10817,50,Male
10818,65,Male
10819,29,Female
10820,43,Female
10821,65,Female
10822,45,Female
10823,30,Female
10824,36,Male
10825,28,Female
10826,51,Male
10827,38,Male
10828,58,Male
10829,56,Female
10830,18,Male
10831,70,Female
10832,67,Male
10833,63,Female
10834,28,Female
10835,69,Female
10836,67,Female
10837,57,Male
10838,28,Female
10839,25,Male
10840,40,Male
10841,51,Male
10842,27,Male
10843,22,Female
10844,55,Female
10845,26,Male
10846,51,Female
10847,28,Male
10848,36,Male
10849,38,Other
10850,23,Other
10851,36,Male
10852,50,Male
10853,31,Female
10854,31,Female
10855,64,Female
10856,44,Male
10857,51,Male
10858,34,Male
10859,37,Male
10860,42,Male
10861,45,Male
10862,61,Male
10863,67,Female
10864,21,Female
10865,43,Other
10866,24,Male
10867,65,Female
10868,22,Female
10869,54,Female
10870,55,Female
10871,29,Male
10872,60,Female
10873,54,Female
10874,35,Male
10875,70,Female
10876,53,Male
10877,23,Male
10878,52,Female
10879,64,Male
10880,18,Female
10881,18,Female
10882,69,Male
10883,65,Other
10884,43,Female
10885,28,Female
10886,31,Male
10887,54,Female
10888,56,Female
10889,25,Male
10890,63,Female
10891,70,Male
10892,31,Male
10893,23,Female
10894,50,Female
10895,57,Female
10896,69,Male
10897,62,Female
10898,26,Male
10899,34,Female
10900,30,Male
10901,55,Male
10902,25,Male
10903,48,Male
10904,20,Male
10905,69,Female
10906,21,Male
10907,56,Male
10908,38,Male
10909,47,Female
10910,33,Female
10911,47,Female
10912,58,Male
10913,26,Male
10914,69,Male
10915,25,Female
10916,50,Female
10917,51,Male
10918,42,Male
10919,66,Female
10920,22,Female
10921,40,Male
10922,43,Male
10923,49,Female
10924,69,Male
10925,36,Female
10926,22,Male
10927,21,Male
10928,23,Male
10929,36,Male
10930,36,Male
10931,40,Female
10932,39,Female
10933,38,Male
10934,43,Female
10935,34,Male
10936,37,Male
10937,30,Female
10938,24,Female
10939,31,Female
10940,69,Male
10941,49,Female
10942,58,Male
10943,25,Female
10944,61,Other
10945,42,Male
10946,22,Female
10947,56,Female
10948,66,Female
10949,65,Male
10950,56,Male
10951,57,Female
10952,52,Male
10953,29,Female
10954,61,Male
10955,47,Male
10956,30,Female
10957,30,Male
10958,51,Female
10959,59,Female
10960,58,Male
10961,39,Male
10962,64,Female
10963,67,Male
10964,27,Male
10965,69,Female
10966,38,Female
10967,53,Male
10968,63,Male
10969,61,Male
10970,69,Male
10971,52,Male
10972,67,Female
10973,39,Male
10974,39,Male
10975,53,Female
10976,37,Male
10977,28,Female
10978,37,Male
10979,53,Male
10980,43,Female
10981,69,Female
10982,56,Male
10983,39,Female
10984,40,Female
10985,59,Female
10986,51,Male
10987,42,Female
10988,61,Male
10989,46,Male
10990,22,Male
10991,28,Female
10992,21,Female
10993,61,Female
10994,50,Male
10995,70,Male
10996,50,Other
10997,21,Male
10998,20,Female
10999,19,Female
11000,32,Male
11001,42,Female
11002,57,Female
11003,42,Male
11004,45,Male
11005,41,Male
11006,59,Male
11007,61,Male
11008,44,Male
11009,47,Female
11010,68,Female
11011,35,Female
11012,33,Female
11013,32,Male
11014,21,Male
11015,25,Female
11016,67,Female
11017,57,Female
11018,33,Female
11019,19,Other
11020,61,Other
11021,41,Female
11022,35,Male
11023,49,Female
11024,38,Male
11025,59,Female
11026,35,Other
11027,31,Male
11028,28,Male
11029,18,Male
11030,18,Female
11031,59,Other
11032,29,Female
11033,33,Male
11034,50,Male
11035,53,Male
11036,64,Female
11037,45,Male
11038,37,Female
11039,55,Female
11040,53,Female
11041,59,Male
11042,50,Male
11043,46,Female
11044,27,Male
11045,32,Male
11046,52,Female
11047,46,Female
11048,23,Female
11049,22,Female
11050,47,Male
11051,63,Male
11052,20,Female
11053,23,Male
11054,20,Male
11055,60,Male
11056,36,Female
11057,35,Female
11058,18,Female
11059,18,Female
11060,36,Male
11061,25,Male
11062,55,Male
11063,46,Female
11064,60,Other
11065,49,Male
11066,64,Other
11067,44,Female
11068,63,Male
11069,64,Female
11070,50,Male
11071,55,Female
11072,56,Female
11073,54,Male
11074,53,Female
11075,21,Male
11076,24,Male
11077,66,Female
11078,52,Other
11079,55,Female
11080,27,Male
11081,34,Female
11082,65,Male
11083,23,Female
11084,64,Male
11085,20,Male
11086,34,Female
11087,41,Female
11088,20,Female
11089,46,Other
11090,58,Other
11091,63,Male
11092,50,Female
11093,18,Male
11094,20,Male
11095,26,Female
11096,57,Male
11097,30,Other
11098,20,Male
11099,45,Female
11100,18,Male
11101,69,Male
11102,42,Male
11103,19,Male
11104,50,Female
11105,22,Male
11106,20,Male
11107,48,Male
11108,22,Male
11109,21,Male
11110,27,Female
11111,37,Male
11112,52,Male
11113,28,Male
11114,58,Female
11115,18,Female
11116,22,Male
11117,55,Male
11118,25,Female
11119,32,Female
11120,60,Female
11121,63,Female
11122,48,Female
11123,61,Female
11124,25,Female
11125,60,Female
11126,68,Male
11127,47,Other
11128,61,Female
11129,38,Female
11130,34,Female
11131,56,Male
11132,20,Male
11133,31,Female
11134,19,Male
11135,64,Other
11136,18,Female
11137,21,Female
11138,56,Female
11139,42,Female
11140,40,Male
11141,63,Female
11142,30,Male
11143,20,Female
11144,31,Female
11145,41,Female
11146,29,Male
11147,69,Female
11148,42,Female
11149,19,Male
11150,63,Male
11151,27,Male
11152,51,Male
11153,38,Female
11154,60,Female
11155,22,Female
11156,42,Female
11157,29,Female
11158,69,Female
11159,55,Female
11160,28,Male
11161,47,Female
11162,42,Female
11163,20,Female
11164,37,Female
11165,57,Male
11166,47,Male
11167,58,Female
11168,66,Male
11169,59,Female
11170,40,Male
11171,37,Female
11172,43,Male
11173,40,Male
11174,22,Female
11175,24,Female
11176,26,Female
11177,23,Male
11178,45,Male
11179,43,Female
11180,60,Female
11181,44,Male
11182,37,Female
11183,63,Other
11184,67,Male
11185,50,Male
11186,23,Female
11187,26,Female
11188,56,Female
11189,39,Male
11190,30,Female
11191,54,Female
11192,56,Male
11193,43,Male
11194,56,Female
11195,27,Female
11196,37,Female
11197,19,Female
11198,53,Male
11199,32,Female
11200,52,Female
11201,52,Female
11202,37,Female
11203,40,Female
11204,55,Female
11205,58,Female
11206,69,Male
11207,33,Male
11208,65,Male
11209,30,Male
11210,51,Male
11211,25,Female
11212,70,Female
11213,35,Female
11214,25,Male
11215,23,Female
11216,50,Female
11217,35,Female
11218,21,Female
11219,37,Female
11220,68,Male
11221,64,Other
11222,40,Female
11223,48,Female
11224,24,Female
11225,63,Female
11226,21,Female
11227,41,Male
11228,41,Female
11229,27,Female
11230,52,Male
11231,38,Male
11232,64,Male
11233,60,Female
11234,29,Male
11235,69,Female
11236,59,Female
11237,68,Male
11238,39,Male
11239,69,Female
11240,39,Male
11241,48,Male
11242,67,Male
11243,37,Male
11244,32,Other
11245,47,Female
11246,41,Male
11247,28,Female
11248,26,Male
11249,33,Female
11250,18,Male
11251,43,Female
11252,62,Female
11253,26,Male
11254,62,Male
11255,22,Female
11256,32,Female
11257,55,Female
11258,43,Male
11259,51,Male
11260,50,Female
11261,58,Male
11262,29,Male
11263,63,Female
11264,59,Male
11265,48,Male
11266,52,Male
11267,59,Male
11268,57,Male
11269,54,Male
11270,69,Female
11271,40,Other
11272,33,Male
11273,36,Male
11274,34,Female
11275,63,Female
11276,42,Male
11277,42,Female
11278,54,Female
11279,51,Other
11280,43,Female
11281,22,Female
11282,56,Female
11283,66,Male
11284,36,Female
11285,56,Female
11286,59,Female
11287,27,Male
11288,66,Male
11289,50,Female
11290,47,Male
11291,19,Female
11292,39,Male
11293,20,Male
11294,62,Male
11295,68,Female
11296,26,Female
11297,20,Male
11298,27,Male
11299,63,Male
11300,62,Female
11301,24,Other
11302,44,Male
11303,54,Male
11304,27,Female
11305,35,Male
11306,56,Male
11307,50,Male
11308,40,Female
11309,41,Female
11310,48,Male
11311,23,Male
11312,49,Male
11313,43,Male
11314,22,Male
11315,47,Female
11316,56,Male
11317,35,Male
11318,24,Male
11319,26,Female
11320,32,Female
11321,47,Female
11322,19,Female
11323,50,Male
11324,31,Female
11325,70,Male
11326,27,Male
11327,21,Male
11328,44,Female
11329,35,Female
11330,38,Female
11331,29,Male
11332,67,Female
11333,63,Female
11334,18,Female
11335,59,Female
11336,38,Female
11337,58,Male
11338,44,Male
11339,51,Male
11340,20,Female
11341,42,Female
11342,40,Other
11343,50,Female
11344,24,Female
11345,37,Female
11346,52,Male
11347,30,Male
11348,26,Female
11349,26,Male
11350,51,Male
11351,25,Female
11352,52,Male
11353,67,Male
11354,65,Female
11355,21,Female
11356,64,Male
11357,36,Other
11358,36,Female
11359,21,Female
11360,63,Male
11361,44,Male
11362,18,Female
11363,43,Male
11364,33,Female
11365,49,Male
11366,31,Female
11367,27,Male
11368,20,Female
11369,51,Male
11370,53,Female
11371,37,Female
11372,53,Male
11373,52,Male
11374,58,Female
11375,30,Male
11376,20,Male
11377,52,Male
11378,30,Female
11379,39,Male
11380,44,Female
11381,52,Male
11382,37,Female
11383,43,Female
11384,34,Female
11385,29,Female
11386,48,Male
11387,27,Female
11388,18,Male
11389,61,Male
11390,21,Other
11391,19,Male
11392,34,Female
11393,51,Male
11394,63,Female
11395,64,Female
11396,40,Female
11397,41,Female
11398,59,Male
11399,58,Male
11400,62,Male
11401,32,Male
11402,48,Male
11403,57,Male
11404,52,Male
11405,52,Female
11406,53,Female
11407,59,Female
11408,30,Female
11409,31,Male
11410,52,Female
11411,20,Female
11412,45,Other
11413,54,Female
11414,31,Female
11415,53,Female
11416,34,Female
11417,41,Female
11418,30,Male
11419,48,Male
11420,25,Male
11421,24,Male
11422,58,Male
11423,26,Male
11424,25,Male
11425,64,Female
11426,30,Male
11427,21,Female
11428,21,Female
11429,39,Male
11430,64,Male
11431,68,Female
11432,55,Female
11433,19,Female
11434,18,Male
11435,57,Female
11436,51,Male
11437,26,Female
11438,56,Male
11439,45,Male
11440,37,Male
11441,48,Male
11442,57,Female
11443,68,Female
11444,40,Male
11445,38,Female
11446,59,Male
11447,60,Male
11448,31,Other
11449,62,Female
11450,67,Male
11451,24,Female
11452,56,Female
11453,26,Male
11454,60,Female
11455,33,Male
11456,52,Female
11457,46,Female
11458,63,Male
11459,42,Male
11460,42,Male
11461,41,Female
11462,57,Male
11463,57,Female
11464,55,Female
11465,38,Male
11466,20,Female
11467,64,Male
11468,62,Female
11469,62,Female
11470,32,Male
11471,43,Male
11472,27,Female
11473,52,Female
11474,51,Female
11475,43,Female
11476,31,Female
11477,19,Male
11478,44,Female
11479,45,Male
11480,44,Male
11481,24,Male
11482,36,Female
11483,60,Female
11484,26,Female
11485,45,Female
11486,60,Female
11487,19,Female
11488,26,Male
11489,48,Male
11490,46,Female
11491,57,Female
11492,19,Male
11493,35,Male
11494,29,Female
11495,30,Male
11496,56,Female
11497,59,Female
11498,32,Male
11499,61,Male
11500,24,Female
11501,28,Male
11502,25,Male
11503,21,Male
11504,28,Female
11505,57,Female
11506,64,Female
11507,58,Female
11508,58,Male
11509,65,Male
11510,25,Male
11511,47,Male
11512,23,Other
11513,67,Male
11514,49,Male
11515,21,Male
11516,45,Female
11517,60,Male
11518,32,Female
11519,50,Other
11520,49,Female
11521,54,Female
11522,52,Male
11523,42,Male
11524,26,Female
11525,21,Male
11526,24,Female
11527,20,Male
11528,53,Male
11529,67,Female
11530,29,Female
11531,66,Female
11532,20,Female
11533,30,Female
11534,68,Female
11535,44,Female
11536,38,Male
11537,55,Female
11538,21,Female
11539,32,Female
11540,36,Male
11541,36,Male
11542,63,Female
11543,34,Female
11544,69,Female
11545,46,Female
11546,28,Female
11547,65,Female
11548,58,Female
11549,18,Female
11550,66,Male
11551,36,Male
11552,18,Male
11553,45,Male
11554,28,Male
11555,44,Male
11556,21,Male
11557,35,Male
11558,49,Male
11559,58,Male
11560,37,Female
11561,61,Male
11562,61,Male
11563,29,Male
11564,57,Female
11565,33,Female
11566,55,Female
11567,64,Female
11568,61,Other
11569,57,Male
11570,43,Male
11571,37,Male
11572,53,Female
11573,56,Male
11574,55,Male
11575,53,Female
11576,70,Male
11577,70,Female
11578,36,Male
11579,53,Female
11580,42,Female
11581,67,Female
11582,47,Other
11583,53,Female
11584,57,Male
11585,67,Female
11586,22,Female
11587,55,Male
11588,40,Female
11589,37,Male
11590,68,Other
11591,26,Male
11592,49,Female
11593,33,Female
11594,55,Male
11595,19,Male
11596,66,Male
11597,45,Male
11598,20,Male
11599,53,Male
11600,59,Female
11601,32,Female
11602,37,Male
11603,41,Female
11604,62,Male
11605,25,Female
11606,70,Male
11607,37,Male
11608,31,Female
11609,24,Male
11610,23,Other
11611,23,Male
11612,70,Female
11613,68,Male
11614,44,Male
11615,55,Female
11616,52,Male
11617,55,Male
11618,50,Female
11619,27,Female
11620,67,Female
11621,41,Female
11622,32,Male
11623,39,Female
11624,42,Female
11625,19,Male
11626,52,Other
11627,23,Male
11628,35,Male
11629,62,Female
11630,70,Female
11631,46,Male
11632,31,Male
11633,34,Female
11634,33,Female
11635,56,Female
11636,55,Other
11637,26,Male
11638,70,Male
11639,57,Female
11640,61,Female
11641,57,Female
11642,34,Male
11643,39,Female
11644,37,Female
11645,44,Male
11646,20,Other
11647,29,Female
11648,44,Female
11649,34,Male
11650,51,Male
11651,29,Male
11652,65,Male
11653,38,Male
11654,57,Other
11655,31,Male
11656,62,Male
11657,61,Female
11658,40,Male
11659,59,Male
11660,36,Other
11661,51,Female
11662,52,Female
11663,24,Male
11664,47,Female
11665,32,Male
11666,37,Male
11667,28,Male
11668,61,Female
11669,65,Female
11670,41,Female
11671,22,Female
11672,56,Male
11673,25,Female
11674,43,Female
11675,33,Male
11676,25,Male
11677,18,Male
11678,29,Male
11679,67,Female
11680,67,Female
11681,51,Male
11682,20,Other
11683,61,Male
11684,60,Male
11685,24,Female
11686,59,Female
11687,69,Male
11688,28,Male
11689,24,Male
11690,25,Male
11691,37,Female
11692,41,Female
11693,36,Female
11694,56,Male
11695,65,Male
11696,36,Male
11697,33,Female
11698,42,Female
11699,54,Female
11700,49,Male
11701,38,Male
11702,35,Female
11703,41,Female
11704,39,Male
11705,68,Male
11706,35,Male
11707,38,Female
11708,57,Female
11709,70,Male
11710,34,Female
11711,57,Female
11712,21,Female
11713,58,Female
11714,62,Male
11715,30,Female
11716,50,Female
11717,65,Female
11718,65,Male
11719,23,Female
11720,64,Male
11721,68,Male
11722,35,Male
11723,65,Male
11724,48,Male
11725,44,Male
11726,61,Male
11727,55,Male
11728,35,Female
11729,65,Female
11730,50,Male
11731,39,Male
11732,70,Male
11733,18,Female
11734,56,Female
11735,21,Male
11736,43,Female
11737,40,Female
11738,66,Female
11739,57,Other
11740,46,Female
11741,25,Male
11742,23,Female
11743,47,Female
11744,56,Female
11745,60,Male
11746,55,Female
11747,41,Female
11748,47,Female
11749,53,Female
11750,52,Female
11751,29,Male
11752,26,Male
11753,65,Female
11754,65,Female
11755,61,Male
11756,55,Female
11757,39,Male
11758,69,Female
11759,23,Female
11760,66,Female
11761,47,Female
11762,60,Female
11763,41,Male
11764,53,Male
11765,33,Female
11766,34,Male
11767,40,Female
11768,30,Male
11769,61,Male
11770,52,Female
11771,29,Female
11772,65,Female
11773,50,Male
11774,50,Female
11775,41,Male
11776,52,Female
11777,26,Other
11778,27,Male
11779,22,Male
11780,70,Male
11781,51,Female
11782,21,Female
11783,65,Female
11784,26,Male
11785,40,Male
11786,61,Male
11787,43,Female
11788,66,Female
11789,42,Male
11790,60,Male
11791,54,Female
11792,26,Female
11793,51,Male
11794,34,Male
11795,26,Female
11796,19,Male
11797,32,Male
11798,35,Female
11799,40,Male
11800,36,Male
11801,38,Female
11802,28,Female
11803,41,Other
11804,62,Female
11805,46,Male
11806,40,Other
11807,35,Male
11808,40,Male
11809,22,Female
11810,65,Female
11811,20,Female
11812,59,Male
11813,26,Other
11814,58,Female
11815,39,Female
11816,67,Male
11817,48,Female
11818,23,Male
11819,25,Male
11820,47,Female
11821,51,Other
11822,67,Male
11823,48,Male
11824,44,Female
11825,64,Female
11826,49,Female
11827,70,Male
11828,54,Female
11829,39,Male
11830,47,Female
11831,55,Other
11832,50,Male
11833,50,Female
11834,26,Female
11835,65,Male
11836,33,Male
11837,21,Male
11838,36,Male
11839,44,Male
11840,29,Other
11841,68,Female
11842,38,Male
11843,39,Female
11844,39,Female
11845,70,Male
11846,26,Male
11847,61,Male
11848,56,Female
11849,54,Female
11850,32,Male
11851,28,Female
11852,29,Male
11853,47,Male
11854,18,Female
11855,22,Male
11856,56,Male
11857,60,Male
11858,34,Female
11859,60,Female
11860,40,Male
11861,26,Male
11862,20,Male
11863,32,Male
11864,35,Male
11865,60,Female
11866,42,Female
11867,23,Male
11868,23,Female
11869,69,Female
11870,65,Female
11871,70,Female
11872,54,Male
11873,22,Male
11874,31,Male
11875,43,Female
11876,39,Female
11877,35,Male
11878,36,Female
11879,50,Male
11880,56,Male
11881,53,Male
11882,56,Female
11883,53,Male
11884,62,Male
11885,47,Male
11886,22,Female
11887,56,Male
11888,33,Male
11889,39,Female
11890,40,Male
11891,43,Female
11892,64,Male
11893,70,Female
11894,29,Male
11895,54,Female
11896,70,Female
11897,21,Female
11898,36,Male
11899,44,Female
11900,46,Other
11901,51,Male
11902,56,Female
11903,61,Female
11904,40,Male
11905,44,Female
11906,64,Female
11907,36,Male
11908,35,Female
11909,58,Female
11910,62,Female
11911,32,Female
11912,70,Female
11913,25,Female
11914,29,Male
11915,62,Female
11916,29,Male
11917,36,Male
11918,46,Male
11919,60,Other
11920,33,Male
11921,30,Female
11922,66,Female
11923,51,Female
11924,22,Other
11925,24,Female
11926,56,Female
11927,21,Male
11928,43,Female
11929,70,Male
11930,42,Female
11931,42,Female
11932,32,Female
11933,53,Male
11934,68,Male
11935,42,Male
11936,64,Female
11937,31,Female
11938,31,Female
11939,50,Female
11940,64,Female
11941,26,Female
11942,22,Female
11943,30,Male
11944,32,Male
11945,64,Female
11946,42,Male
11947,39,Female
11948,70,Female
11949,63,Female
11950,48,Male
11951,65,Male
11952,51,Other
11953,42,Female
11954,43,Other
11955,21,Male
11956,18,Female
11957,53,Male
11958,55,Female
11959,27,Male
11960,32,Female
11961,49,Male
11962,53,Male
11963,43,Female
11964,25,Male
11965,57,Male
11966,36,Male
11967,60,Female
11968,61,Female
11969,62,Female
11970,50,Male
11971,63,Female
11972,35,Male
11973,61,Male
11974,42,Male
11975,60,Male
11976,29,Male
11977,69,Female
11978,23,Male
11979,57,Male
11980,32,Female
11981,35,Female
11982,61,Female
11983,28,Male
11984,38,Male
11985,65,Other
11986,45,Female
11987,62,Female
11988,54,Male
11989,44,Male
11990,43,Female
11991,57,Other
11992,37,Female
11993,39,Male
11994,63,Female
11995,38,Female
11996,21,Male
11997,52,Female
11998,20,Male
11999,28,Female
12000,18,Female
12001,70,Female
12002,49,Female
