OrderDate,OrderID,DeliveryDate,CustomerID,Location,Zone,DeliveryType,ProductCategory,SubCategory,Product,UnitPrice,ShippingFee,OrderQuantity,SalePrice,Status,Rating,Reason,Customer_age,Delivery_days
2015-11-14,1529,2015-12-02,836,Upper East,South,Shipped from Abroad,Phones and Tablet,Tablets,iPad Air 4th Gen,1434.79,16.58,1,1451.37,Delivered,2,,26,18
2015-07-16,1530,2015-08-05,957,Greater Accra,Central,Shipped from Abroad,Health and beauty,Makeup,MAC Lipstick,1460.11,46.09,1,1506.2,Delivered,5,,22,20
2015-03-09,1531,2015-03-26,315,Western,North,Express,Health and beauty,Personal Care,Avon Soft Musk Spray,1491.69,49.65,2,3033.03,Delivered,4,,68,17
2020-08-05,1532,2020-08-18,643,Ashanti,Central,Express,Fashion,Clothing,Men's Denim Jacket,506.17,8.89,1,515.06,Delivered,3,,32,13
2020-04-14,1533,2020-05-01,197,Western,East,Standard Delivery,Health and beauty,Personal Care,Aichun Beauty Essential Oil,1234.59,26.78,4,4965.14,Delivered,5,,50,17
2019-08-09,1534,2019-08-24,535,Volta,West,Standard Delivery,Phones and Tablet,Mobile phones,iPhone 12,720.07,20.16,2,1460.3,Returned,2,Defective,26,15
2015-07-30,1535,2015-08-04,587,Volta,West,Standard Delivery,Fashion,Shoes,Adidas Ultraboost,366.77,17.38,5,1851.23,Delivered,1,,69,5
2017-10-26,1536,2017-11-05,436,Ashanti,South,Express,Health and beauty,Makeup,Maybelline Foundation,1057.29,45.3,4,4274.46,Delivered,5,,66,10
2019-08-18,1537,2019-08-28,191,Upper East,East,Shipped from Abroad,Phones and Tablet,Mobile phones,Infinix Smart HD X612,194.18,41.83,1,236.01,Delivered,4,,69,10
2015-01-20,1538,2015-02-06,67,Weija,East,Shipped from Abroad,Health and beauty,Makeup,Maybelline Foundation,394.94,31.73,5,2006.43,Delivered,3,,30,17
2018-10-05,1539,2018-10-09,246,Western,South,Shipped from Abroad,Health and beauty,Personal Care,Avon Soft Musk Spray,724.76,17.11,1,741.87,Delivered,3,,68,4
2016-07-12,1540,2016-07-31,348,Upper East,North,Shipped from Abroad,Fashion,Accessories,Leather Wallet,665.73,8.15,2,1339.61,Delivered,4,,60,19
2015-12-23,1541,2015-12-25,396,Ashanti,Central,Shipped from Abroad,Electronics,Home Theatre,Sony 5.1 Home Theatre,506.25,42.95,4,2067.95,Delivered,1,,49,2
2019-02-18,1542,2019-03-10,23,Ashanti,East,Express,Health and beauty,Personal Care,Avon Soft Musk Spray,1429.4,16.4,5,7163.4,Delivered,3,,23,20
2016-07-24,1543,2016-08-01,87,Oti,East,Standard Delivery,Fashion,Accessories,Leather Wallet,1418.6,46.37,4,5720.77,Delivered,1,,37,8
2015-10-15,1544,2015-10-23,828,Oti,West,Standard Delivery,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,1116.36,30.86,1,1147.22,Delivered,3,,62,8
2015-09-07,1545,2015-09-17,421,Oti,North,Shipped from Abroad,Fashion,Clothing,100% Cotton 4 Piece T-Shirts,774.05,25.82,1,799.87,Delivered,4,,19,10
2020-08-08,1546,2020-08-20,222,Volta,East,Standard Delivery,Fashion,Clothing,100% Cotton 4 Piece T-Shirts,558.19,29.09,1,587.28,Cancelled,2,Not as expected,63,12
2019-03-27,1547,2019-04-15,970,Oti,North,Shipped from Abroad,Phones and Tablet,Mobile phones,Samsung Galaxy A02,455.96,32.54,5,2312.34,Delivered,2,,27,19
2017-06-27,1548,2017-07-11,92,Ashanti,West,Shipped from Abroad,Health and beauty,Personal Care,Avon Soft Musk Spray,1308.55,7.44,1,1315.99,Delivered,1,,53,14
2016-01-12,1549,2016-01-22,995,Volta,South,Shipped from Abroad,Electronics,Home Theatre,Sony 5.1 Home Theatre,17.88,25.61,1,43.49,Delivered,2,,58,10
2019-05-16,1550,2019-06-04,986,Volta,East,Express,Fashion,Accessories,Leather Wallet,86.71,48.62,5,482.17,Returned,1,Not as expected,42,19
2017-11-22,1551,2017-11-25,697,Weija,West,Shipped from Abroad,Electronics,Home Theatre,Sony 5.1 Home Theatre,1110.37,31.92,5,5583.77,Delivered,1,,63,3
2018-11-13,1552,2018-11-15,497,Oti,West,Shipped from Abroad,Health and beauty,Personal Care,Avon Soft Musk Spray,578.5,32.73,3,1768.23,Delivered,1,,45,2
2020-10-31,1553,2020-11-20,499,Volta,East,Standard Delivery,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,889.01,43.09,5,4488.14,Delivered,1,,22,20
2020-06-08,1554,2020-06-25,341,Ashanti,East,Express,Fashion,Accessories,Polarized Sunglasses,497.61,29.37,3,1522.2,Returned,1,Defective,48,17
2018-11-26,1555,2018-12-03,398,Weija,South,Express,Electronics,Home Theatre,Sony 5.1 Home Theatre,1440.83,21.46,2,2903.12,Returned,2,Changed Mind,50,7
2015-02-22,1556,2015-03-14,321,Upper East,North,Standard Delivery,Fashion,Clothing,Men's Denim Jacket,683.23,13.3,5,3429.45,Delivered,1,,22,20
2018-12-26,1557,2019-01-09,578,Western,Central,Express,Health and beauty,Makeup,Maybelline Foundation,545.85,25.78,5,2755.03,Delivered,2,,23,14
2017-01-28,1558,2017-02-13,496,Ashanti,South,Shipped from Abroad,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,1458.86,42.75,2,2960.47,Delivered,1,,44,16
2020-09-28,1559,2020-10-08,92,Volta,Central,Express,Fashion,Accessories,Leather Wallet,199.74,37.95,2,437.43,Returned,1,Defective,53,10
2015-04-02,1560,2015-04-04,196,Upper East,West,Express,Electronics,Digital Cameras,Sony Alpha a6000,768.98,49.13,2,1587.09,Delivered,1,,35,2
2015-05-16,1561,2015-05-29,40,Ashanti,Central,Express,Home and Office,Stationery,Moleskine Notebook,1280.37,32.29,4,5153.77,Returned,1,Defective,28,13
2018-10-09,1562,2018-10-11,866,Weija,South,Shipped from Abroad,Home and Office,Furniture,Ergonomic Office Chair,619.31,26.64,5,3123.19,Delivered,4,,50,2
2017-08-16,1563,2017-08-22,69,Western,North,Express,Home and Office,Stationery,Parker Pen,770.16,32.03,2,1572.35,Delivered,4,,70,6
2017-08-22,1564,2017-09-02,130,Weija,West,Express,Electronics,Digital Cameras,Sony Alpha a6000,394.28,48.77,4,1625.89,Delivered,4,,53,11
2015-10-14,1565,2015-10-16,209,Ashanti,South,Express,Health and beauty,Personal Care,Aichun Beauty Essential Oil,13.17,13.36,2,39.7,Delivered,3,,68,2
2020-11-29,1566,2020-12-16,50,Greater Accra,Central,Standard Delivery,Fashion,Shoes,Adidas Ultraboost,743.37,16.22,3,2246.33,Delivered,3,,43,17
2015-05-04,1567,2015-05-13,317,Upper East,West,Shipped from Abroad,Electronics,Digital Cameras,Nikon D3500,621.46,46.41,1,667.87,Delivered,5,,26,9
2015-01-05,1568,2015-01-18,981,Western,North,Shipped from Abroad,Electronics,Smartwatches,Samsung Galaxy Watch 3,1212.92,47.68,3,3686.44,Delivered,2,,38,13
2016-07-12,1569,2016-07-18,545,Upper East,South,Express,Phones and Tablet,Mobile phones,iPhone 12,234.16,45.35,4,981.99,Delivered,3,,53,6
2017-12-30,1570,2018-01-02,97,Oti,South,Express,Electronics,Digital Cameras,Canon EOS 600D 18MP CMOS DSLR,511.68,48.51,4,2095.23,Delivered,5,,61,3
2015-01-10,1571,2015-01-18,711,Ashanti,East,Express,Electronics,Digital Cameras,Nikon D3500,1172.68,5.95,4,4696.67,Delivered,3,,28,8
2020-11-10,1572,2020-11-30,49,Volta,South,Express,Phones and Tablet,Mobile phones,Samsung Galaxy A02,1284.07,16.92,5,6437.27,Delivered,3,,44,20
2018-04-09,1573,2018-04-19,626,Volta,North,Shipped from Abroad,Fashion,Accessories,Polarized Sunglasses,241.94,29.4,1,271.34,Delivered,5,,39,10
2019-05-26,1574,2019-05-28,917,Volta,West,Express,Health and beauty,Personal Care,Avon Soft Musk Spray,1112.79,47.1,2,2272.68,Delivered,1,,25,2
2016-11-12,1575,2016-11-26,498,Oti,South,Standard Delivery,Phones and Tablet,Tablets,iPad Air 4th Gen,926.94,36.93,3,2817.75,Returned,1,Changed Mind,70,14
2016-12-25,1576,2016-12-27,778,Weija,South,Express,Fashion,Accessories,Leather Wallet,428.88,25.3,2,883.06,Returned,2,Arrived Late,25,2
2016-09-06,1577,2016-09-22,521,Ashanti,East,Standard Delivery,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,196.5,44.37,5,1026.87,Returned,2,Defective,19,16
2016-06-25,1578,2016-06-30,873,Upper East,West,Standard Delivery,Fashion,Accessories,Leather Wallet,399.11,40.76,2,838.98,Delivered,1,,33,5
2015-03-21,1579,2015-04-08,5,Volta,Central,Standard Delivery,Fashion,Clothing,100% Cotton 4 Piece T-Shirts,814.59,47.4,5,4120.35,Returned,2,Defective,42,18
2017-08-09,1580,2017-08-12,226,Weija,North,Express,Fashion,Accessories,Polarized Sunglasses,1310.84,45.65,3,3978.17,Delivered,5,,23,3
2020-06-26,1581,2020-07-01,201,Greater Accra,West,Shipped from Abroad,Phones and Tablet,Tablets,iPad Air 4th Gen,1243.01,32.06,5,6247.11,Delivered,3,,50,5
2019-03-22,1582,2019-04-06,853,Ashanti,East,Standard Delivery,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,773.12,29.54,1,802.66,Delivered,2,,64,15
2019-11-22,1583,2019-12-02,89,Upper East,East,Standard Delivery,Health and beauty,Personal Care,Aichun Beauty Essential Oil,1283.69,29.42,3,3880.49,Delivered,1,,68,10
2020-10-23,1584,2020-10-25,218,Oti,North,Standard Delivery,Fashion,Shoes,Nike Air Max,939.03,48.25,5,4743.4,Returned,2,Arrived Late,57,2
2017-10-30,1585,2017-11-08,529,Volta,Central,Standard Delivery,Phones and Tablet,Tablets,iPad Air 4th Gen,814.7,39.21,5,4112.71,Returned,1,Arrived Late,42,9
2017-10-31,1586,2017-11-04,183,Oti,South,Express,Health and beauty,Makeup,Maybelline Foundation,1002.69,7.1,2,2012.48,Delivered,4,,27,4
2018-12-22,1587,2019-01-01,862,Upper East,Central,Express,Health and beauty,Personal Care,Aichun Beauty Essential Oil,1053.73,46.14,2,2153.6,Delivered,4,,32,10
2019-09-05,1588,2019-09-10,254,Volta,East,Standard Delivery,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,1496.2,48.93,4,6033.73,Delivered,5,,22,5
2017-01-12,1589,2017-01-24,575,Ashanti,East,Standard Delivery,Phones and Tablet,Tablets,iPad Air 4th Gen,149.23,17.81,5,763.96,Delivered,3,,20,12
2017-01-15,1590,2017-01-22,678,Weija,West,Shipped from Abroad,Electronics,Smartwatches,Apple Watch Series 6,383.26,22.05,1,405.31,Delivered,4,,36,7
2017-07-14,1591,2017-08-03,997,Upper East,Central,Shipped from Abroad,Fashion,Shoes,Adidas Ultraboost,1180.99,41.14,4,4765.1,Delivered,1,,52,20
2015-08-03,1592,2015-08-06,838,Western,Central,Shipped from Abroad,Home and Office,Stationery,Parker Pen,417.52,45.38,1,462.9,Returned,1,Arrived Late,29,3
2016-06-09,1593,2016-06-18,120,Greater Accra,East,Express,Fashion,Clothing,Men's Denim Jacket,295.32,10.91,2,601.55,Delivered,1,,26,9
2019-06-16,1594,2019-06-25,613,Greater Accra,West,Express,Health and beauty,Personal Care,Aichun Beauty Essential Oil,503.53,16.85,2,1023.91,Cancelled,2,Defective,18,9
2020-09-30,1595,2020-10-10,667,Oti,South,Shipped from Abroad,Electronics,Digital Cameras,Nikon D3500,675.07,35.71,3,2060.92,Delivered,3,,33,10
2019-09-12,1596,2019-09-28,932,Upper East,West,Shipped from Abroad,Home and Office,Furniture,8 Cubes Plastic Wardrobe,279.61,13.1,2,572.32,Delivered,4,,34,16
2019-01-16,1597,2019-01-23,713,Weija,North,Shipped from Abroad,Electronics,Smartwatches,Apple Watch Series 6,1014.04,18.08,4,4074.24,Delivered,1,,66,7
2017-02-19,1598,2017-03-05,157,Volta,North,Shipped from Abroad,Health and beauty,Personal Care,Avon Soft Musk Spray,1441.76,28.13,5,7236.93,Delivered,2,,42,14
2015-10-16,1599,2015-10-25,445,Oti,Central,Shipped from Abroad,Electronics,Smartwatches,Samsung Galaxy Watch 3,513.78,6.93,4,2062.05,Delivered,2,,23,9
2017-01-06,1600,2017-01-25,855,Upper East,East,Standard Delivery,Phones and Tablet,Mobile phones,Infinix Smart HD X612,165.4,32.05,3,528.25,Delivered,3,,42,19
2020-04-21,1601,2020-05-05,834,Volta,West,Shipped from Abroad,Home and Office,Furniture,8 Cubes Plastic Wardrobe,998.65,36.93,3,3032.88,Delivered,1,,30,14
2020-10-20,1602,2020-10-29,349,Ashanti,East,Express,Phones and Tablet,Mobile phones,Samsung Galaxy A02,414.32,31.08,2,859.72,Delivered,1,,18,9
2020-03-02,1603,2020-03-11,771,Western,West,Express,Health and beauty,Personal Care,Avon Soft Musk Spray,44.53,25.72,5,248.37,Delivered,3,,30,9
2020-07-26,1604,2020-08-05,854,Upper East,Central,Standard Delivery,Electronics,Smartwatches,Apple Watch Series 6,1350.08,11.6,4,5411.92,Returned,2,Changed Mind,27,10
2018-06-11,1605,2018-06-16,217,Western,East,Shipped from Abroad,Home and Office,Stationery,Moleskine Notebook,113.89,15.76,4,471.32,Delivered,3,,34,5
2019-02-13,1606,2019-03-01,452,Upper East,East,Express,Electronics,Home Theatre,Sony 5.1 Home Theatre,1095.6,21.85,4,4404.25,Returned,2,Defective,60,16
2020-07-14,1607,2020-07-27,369,Oti,North,Standard Delivery,Electronics,Digital Cameras,Canon EOS 600D 18MP CMOS DSLR,1253.4,44.09,2,2550.89,Delivered,2,,48,13
2019-06-05,1608,2019-06-19,547,Greater Accra,Central,Express,Electronics,Smartwatches,Apple Watch Series 6,111.94,23.38,4,471.14,Cancelled,1,Arrived Late,57,14
2019-06-22,1609,2019-07-06,674,Western,East,Shipped from Abroad,Home and Office,Furniture,8 Cubes Plastic Wardrobe,886.31,46.62,3,2705.55,Delivered,5,,58,14
2015-05-16,1610,2015-05-26,355,Ashanti,North,Express,Phones and Tablet,Mobile phones,iPhone 12,46.07,47.8,2,139.94,Returned,1,Defective,63,10
2019-12-06,1611,2019-12-21,863,Western,South,Standard Delivery,Phones and Tablet,Mobile phones,Samsung Galaxy A02,236.66,42.33,3,752.31,Delivered,1,,57,15
2015-04-22,1612,2015-04-27,477,Greater Accra,Central,Standard Delivery,Fashion,Shoes,Adidas Ultraboost,638.28,22.84,4,2575.96,Delivered,3,,70,5
2018-12-03,1613,2018-12-13,946,Volta,North,Express,Fashion,Clothing,100% Cotton 4 Piece T-Shirts,1297.11,16.61,5,6502.16,Returned,1,Arrived Late,42,10
2015-02-20,1614,2015-02-28,629,Weija,South,Shipped from Abroad,Fashion,Accessories,Leather Wallet,278.91,36.59,3,873.32,Delivered,1,,69,8
2020-05-19,1615,2020-06-03,72,Volta,East,Express,Fashion,Clothing,Men's Denim Jacket,882.72,32.13,3,2680.29,Returned,1,Changed Mind,49,15
2020-02-13,1616,2020-02-26,509,Volta,North,Express,Home and Office,Stationery,Moleskine Notebook,310.97,9.7,5,1564.55,Delivered,4,,38,13
2019-07-26,1617,2019-08-10,78,Weija,East,Shipped from Abroad,Health and beauty,Personal Care,Avon Soft Musk Spray,1471.64,24.15,4,5910.71,Returned,1,Defective,35,15
2016-12-30,1618,2017-01-13,407,Volta,East,Standard Delivery,Health and beauty,Personal Care,Avon Soft Musk Spray,1107.9,33.25,5,5572.75,Returned,2,Not as expected,23,14
2016-02-07,1619,2016-02-27,467,Greater Accra,East,Shipped from Abroad,Electronics,Digital Cameras,Canon EOS 600D 18MP CMOS DSLR,487.93,43.81,5,2483.46,Delivered,2,,70,20
2016-08-24,1620,2016-09-11,364,Volta,West,Express,Health and beauty,Personal Care,Aichun Beauty Essential Oil,414.41,22.7,1,437.11,Delivered,2,,54,18
2017-02-03,1621,2017-02-08,902,Volta,North,Shipped from Abroad,Fashion,Clothing,Men's Denim Jacket,952.82,31.03,4,3842.31,Cancelled,1,Not as expected,48,5
2019-05-06,1622,2019-05-14,956,Greater Accra,Central,Express,Health and beauty,Makeup,Maybelline Foundation,1480.62,45.66,3,4487.52,Delivered,4,,28,8
2018-12-05,1623,2018-12-12,110,Weija,West,Shipped from Abroad,Fashion,Accessories,Polarized Sunglasses,962.23,11.81,5,4822.96,Returned,1,Not as expected,45,7
2015-03-24,1624,2015-04-07,203,Western,North,Standard Delivery,Phones and Tablet,Mobile phones,Infinix Smart HD X612,1330.79,9.86,1,1340.65,Delivered,5,,64,14
2016-07-04,1625,2016-07-19,866,Greater Accra,South,Shipped from Abroad,Home and Office,Stationery,Moleskine Notebook,1307.11,28.84,5,6564.39,Returned,2,Changed Mind,50,15
2017-05-17,1626,2017-06-05,611,Weija,East,Express,Phones and Tablet,Mobile phones,iPhone 12,40.12,26.93,4,187.41,Delivered,3,,69,19
2016-11-11,1627,2016-11-28,576,Western,North,Shipped from Abroad,Home and Office,Furniture,8 Cubes Plastic Wardrobe,784.0,20.77,3,2372.77,Returned,1,Defective,59,17
2020-06-14,1628,2020-06-29,963,Volta,West,Standard Delivery,Home and Office,Stationery,Moleskine Notebook,693.73,45.81,1,739.54,Delivered,2,,28,15
2020-04-07,1629,2020-04-23,453,Western,West,Standard Delivery,Electronics,Home Theatre,Sony 5.1 Home Theatre,669.99,5.29,4,2685.25,Delivered,3,,20,16
2016-10-27,1630,2016-11-16,183,Western,South,Standard Delivery,Health and beauty,Makeup,MAC Lipstick,24.05,34.27,3,106.42,Delivered,3,,27,20
2019-12-08,1631,2019-12-24,36,Greater Accra,North,Standard Delivery,Fashion,Shoes,Adidas Ultraboost,1255.37,15.22,5,6292.07,Returned,1,Arrived Late,69,16
2015-05-06,1632,2015-05-15,721,Weija,East,Standard Delivery,Fashion,Clothing,Men's Denim Jacket,613.62,45.44,3,1886.3,Delivered,4,,57,9
2019-08-27,1633,2019-09-05,734,Oti,Central,Shipped from Abroad,Home and Office,Furniture,8 Cubes Plastic Wardrobe,697.67,9.91,5,3498.26,Returned,1,Defective,41,9
2015-10-25,1634,2015-10-27,516,Western,Central,Express,Phones and Tablet,Mobile phones,iPhone 12,635.56,11.36,4,2553.6,Delivered,3,,20,2
2015-07-13,1635,2015-07-21,599,Weija,West,Express,Phones and Tablet,Mobile phones,Infinix Smart HD X612,327.08,33.38,3,1014.62,Delivered,3,,47,8
2020-04-11,1636,2020-04-19,96,Weija,Central,Shipped from Abroad,Phones and Tablet,Mobile phones,iPhone 12,1470.21,29.55,2,2969.97,Delivered,4,,40,8
2017-06-03,1637,2017-06-23,50,Ashanti,East,Standard Delivery,Phones and Tablet,Mobile phones,Infinix Smart HD X612,871.54,24.07,4,3510.23,Delivered,5,,43,20
2015-01-05,1638,2015-01-25,98,Oti,East,Express,Fashion,Shoes,Nike Air Max,1142.43,11.8,4,4581.52,Cancelled,2,Arrived Late,36,20
2017-06-11,1639,2017-06-23,647,Western,South,Shipped from Abroad,Fashion,Shoes,Nike Air Max,1318.61,35.02,4,5309.46,Delivered,2,,19,12
2017-09-13,1640,2017-10-03,348,Greater Accra,East,Standard Delivery,Phones and Tablet,Mobile phones,iPhone 12,680.21,13.82,4,2734.66,Delivered,3,,60,20
2017-05-17,1641,2017-06-06,293,Upper East,East,Standard Delivery,Health and beauty,Personal Care,Aichun Beauty Essential Oil,1017.64,13.24,2,2048.52,Returned,1,Arrived Late,49,20
2015-09-27,1642,2015-09-29,373,Oti,West,Standard Delivery,Electronics,Smartwatches,Apple Watch Series 6,114.23,14.23,1,128.46,Returned,1,Defective,36,2
2015-08-16,1643,2015-09-02,789,Volta,East,Standard Delivery,Home and Office,Furniture,8 Cubes Plastic Wardrobe,1498.13,21.02,2,3017.28,Delivered,4,,21,17
2018-09-22,1644,2018-10-07,93,Weija,South,Shipped from Abroad,Phones and Tablet,Mobile phones,iPhone 12,1114.9,40.19,1,1155.09,Delivered,3,,41,15
2020-03-30,1645,2020-04-08,119,Weija,West,Shipped from Abroad,Fashion,Accessories,Leather Wallet,597.4,27.47,5,3014.47,Delivered,3,,21,9
2019-02-02,1646,2019-02-08,998,Volta,Central,Standard Delivery,Health and beauty,Makeup,Maybelline Foundation,87.08,35.37,3,296.61,Delivered,5,,46,6
2019-08-22,1647,2019-09-05,841,Upper East,East,Shipped from Abroad,Phones and Tablet,Mobile phones,iPhone 12,967.31,26.9,3,2928.83,Delivered,2,,61,14
2017-04-08,1648,2017-04-16,546,Oti,West,Express,Electronics,Digital Cameras,Sony Alpha a6000,294.93,45.84,5,1520.49,Delivered,1,,62,8
2015-08-17,1649,2015-09-02,854,Weija,West,Express,Fashion,Accessories,Polarized Sunglasses,1351.07,32.12,1,1383.19,Delivered,1,,27,16
2020-08-15,1650,2020-09-02,75,Upper East,Central,Express,Home and Office,Furniture,Ergonomic Office Chair,712.69,32.75,3,2170.82,Returned,2,Changed Mind,26,18
2015-12-11,1651,2015-12-25,791,Volta,Central,Shipped from Abroad,Phones and Tablet,Mobile phones,Infinix Smart HD X612,753.34,47.82,1,801.16,Delivered,4,,39,14
2017-08-15,1652,2017-08-18,117,Upper East,Central,Standard Delivery,Home and Office,Furniture,Ergonomic Office Chair,673.96,18.65,4,2714.49,Cancelled,1,Not as expected,26,3
2017-10-22,1653,2017-10-28,367,Oti,South,Standard Delivery,Home and Office,Furniture,8 Cubes Plastic Wardrobe,1350.25,37.77,1,1388.02,Delivered,4,,19,6
2015-06-14,1654,2015-06-24,738,Western,North,Standard Delivery,Electronics,Home Theatre,LG Soundbar,1275.25,12.83,1,1288.08,Delivered,4,,63,10
2015-02-27,1655,2015-03-17,800,Weija,West,Shipped from Abroad,Phones and Tablet,Tablets,iPad Air 4th Gen,1382.21,8.59,2,2773.01,Returned,1,Arrived Late,30,18
2020-08-22,1656,2020-08-24,804,Western,North,Express,Phones and Tablet,Tablets,iPad Air 4th Gen,745.61,23.92,4,3006.36,Cancelled,2,Not as expected,68,2
2016-08-27,1657,2016-09-03,951,Greater Accra,North,Shipped from Abroad,Home and Office,Stationery,Parker Pen,690.21,20.33,1,710.54,Delivered,2,,48,7
2016-05-15,1658,2016-05-27,179,Western,South,Express,Fashion,Clothing,100% Cotton 4 Piece T-Shirts,1164.63,18.71,3,3512.6,Delivered,1,,58,12
2015-01-31,1659,2015-02-18,433,Volta,Central,Shipped from Abroad,Home and Office,Furniture,8 Cubes Plastic Wardrobe,1189.37,26.54,3,3594.65,Delivered,3,,63,18
2018-08-06,1660,2018-08-10,503,Volta,West,Shipped from Abroad,Electronics,Smartwatches,Apple Watch Series 6,382.27,48.25,5,1959.6,Delivered,1,,23,4
2017-02-13,1661,2017-02-19,240,Western,Central,Standard Delivery,Health and beauty,Personal Care,Aichun Beauty Essential Oil,39.81,24.75,1,64.56,Returned,1,Changed Mind,40,6
2017-12-19,1662,2018-01-02,315,Western,West,Shipped from Abroad,Phones and Tablet,Tablets,iPad Air 4th Gen,909.94,33.97,3,2763.79,Cancelled,1,Changed Mind,68,14
2016-10-30,1663,2016-11-10,515,Volta,Central,Standard Delivery,Fashion,Accessories,Polarized Sunglasses,648.32,48.0,2,1344.64,Delivered,2,,66,11
2019-06-08,1664,2019-06-27,944,Ashanti,East,Standard Delivery,Electronics,Digital Cameras,Nikon D3500,59.87,25.16,4,264.64,Delivered,2,,53,19
2015-05-24,1665,2015-06-05,178,Weija,West,Express,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,1490.73,35.88,2,3017.34,Delivered,3,,18,12
2018-04-19,1666,2018-04-21,171,Weija,North,Express,Fashion,Accessories,Leather Wallet,1104.9,5.38,1,1110.28,Returned,1,Not as expected,53,2
2019-01-06,1667,2019-01-22,568,Greater Accra,East,Express,Health and beauty,Personal Care,Avon Soft Musk Spray,657.36,40.13,3,2012.21,Delivered,2,,25,16
2019-05-28,1668,2019-06-08,864,Western,South,Express,Home and Office,Furniture,8 Cubes Plastic Wardrobe,650.08,45.0,3,1995.24,Delivered,4,,59,11
2018-08-25,1669,2018-09-06,81,Greater Accra,West,Standard Delivery,Health and beauty,Makeup,MAC Lipstick,1065.72,11.58,3,3208.74,Delivered,1,,40,12
2018-09-08,1670,2018-09-18,149,Weija,Central,Express,Health and beauty,Personal Care,Avon Soft Musk Spray,1153.26,45.2,4,4658.24,Returned,1,Arrived Late,46,10
2020-12-15,1671,2020-12-19,566,Oti,South,Express,Home and Office,Furniture,8 Cubes Plastic Wardrobe,115.04,48.71,5,623.91,Delivered,2,,29,4
2020-08-10,1672,2020-08-21,329,Volta,West,Standard Delivery,Electronics,Home Theatre,Sony 5.1 Home Theatre,1428.97,8.78,3,4295.69,Delivered,3,,33,11
2020-05-09,1673,2020-05-25,201,Oti,South,Shipped from Abroad,Fashion,Accessories,Leather Wallet,640.18,49.01,5,3249.91,Delivered,1,,50,16
2017-12-21,1674,2018-01-05,439,Upper East,West,Standard Delivery,Electronics,Smartwatches,Apple Watch Series 6,1315.46,43.71,2,2674.63,Cancelled,2,Arrived Late,67,15
2020-06-03,1675,2020-06-07,798,Oti,South,Shipped from Abroad,Health and beauty,Makeup,Maybelline Foundation,368.45,28.74,2,765.64,Returned,2,Arrived Late,30,4
2020-06-27,1676,2020-07-03,341,Oti,South,Shipped from Abroad,Health and beauty,Makeup,Maybelline Foundation,116.53,13.99,3,363.58,Returned,1,Not as expected,48,6
2019-04-20,1677,2019-04-23,743,Volta,West,Shipped from Abroad,Fashion,Shoes,Adidas Ultraboost,864.99,10.94,1,875.93,Delivered,4,,29,3
2020-01-20,1678,2020-01-31,992,Upper East,West,Shipped from Abroad,Home and Office,Furniture,Ergonomic Office Chair,927.99,13.99,1,941.98,Cancelled,1,Not as expected,53,11
2018-03-10,1679,2018-03-18,491,Oti,South,Standard Delivery,Home and Office,Stationery,Parker Pen,1449.98,40.42,4,5840.34,Delivered,3,,64,8
2016-06-01,1680,2016-06-12,782,Weija,West,Shipped from Abroad,Phones and Tablet,Mobile phones,Infinix Smart HD X612,277.89,16.9,4,1128.46,Delivered,3,,45,11
2019-06-15,1681,2019-06-19,23,Western,Central,Shipped from Abroad,Phones and Tablet,Mobile phones,Infinix Smart HD X612,946.94,30.09,2,1923.97,Returned,1,Not as expected,23,4
2020-08-09,1682,2020-08-26,766,Western,Central,Standard Delivery,Electronics,Digital Cameras,Sony Alpha a6000,1245.91,47.44,4,5031.08,Returned,1,Defective,23,17
2018-11-10,1683,2018-11-18,977,Western,West,Standard Delivery,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,297.25,18.52,3,910.27,Returned,2,Defective,47,8
2019-08-08,1684,2019-08-24,326,Upper East,South,Express,Electronics,Digital Cameras,Sony Alpha a6000,153.55,42.85,2,349.95,Returned,1,Not as expected,21,16
2017-01-10,1685,2017-01-24,75,Volta,South,Shipped from Abroad,Phones and Tablet,Mobile phones,Samsung Galaxy A02,1140.93,33.28,5,5737.93,Returned,2,Arrived Late,26,14
2015-05-23,1686,2015-06-08,924,Upper East,East,Express,Electronics,Digital Cameras,Sony Alpha a6000,447.34,6.57,5,2243.27,Delivered,4,,54,16
2015-06-28,1687,2015-07-12,494,Upper East,North,Shipped from Abroad,Health and beauty,Personal Care,Aichun Beauty Essential Oil,1006.74,19.81,3,3040.03,Delivered,5,,69,14
2018-07-20,1688,2018-07-27,906,Volta,South,Express,Fashion,Shoes,Adidas Ultraboost,637.9,23.89,4,2575.49,Delivered,1,,53,7
2020-09-04,1689,2020-09-20,624,Weija,East,Express,Home and Office,Stationery,Parker Pen,1307.26,17.06,3,3938.84,Delivered,3,,54,16
2016-01-28,1690,2016-02-11,601,Volta,West,Express,Health and beauty,Personal Care,Aichun Beauty Essential Oil,959.34,11.57,1,970.91,Delivered,1,,44,14
